CV-structure	X_%PULT_Tk	B_%PULT_Tk	B_%APULT_Tk	C_%PULT_Tk	G_%ULT_Tk	G_%PULT_Tk	G_%APULT_Tk	I_%PULT_Tk	I_%APULT_Tk	N_%PULT_Tk	P_%PULT_Tk	R_%PULT_Tk	S_%PULT_Tk	S_%APULT_Tk	S_%PAPULT_Tk	V_%ULT_Tk	V_%PULT_Tk	V_%APULT_Tk	V_%PAPULT_Tk	X_nPULT_Tk	B_nPULT_Tk	B_nAPULT_Tk	C_nPULT_Tk	G_nULT_Tk	G_nPULT_Tk	G_nAPULT_Tk	I_nPULT_Tk	I_nAPULT_Tk	N_nPULT_Tk	P_nPULT_Tk	R_nPULT_Tk	S_nPULT_Tk	S_nAPULT_Tk	S_nPAPULT_Tk	V_nULT_Tk	V_nPULT_Tk	V_nAPULT_Tk	V_nPAPULT_Tk
CVCCCVCVCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	100	0	0	0	52.112676056338	45.0704225352113	2.8169014084507	NA	NA	NA	NA	0	12	0	NA	NA	NA	NA	NA	48	0	0	0	74	64	4
CVCCCVCVCVCCV	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	69	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0
CVCCCVCVCVCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0
CVCCCVCVCVCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	100	0	0	0	66.6666666666667	33.3333333333333	0	NA	NA	NA	NA	0	4	0	NA	NA	NA	NA	NA	7	0	0	0	4	2	0
CVCCCVCVCVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	1
CVCCCVCVCVCVV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CVCCCVCVCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0
CVCCCVCVV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	0	6	0	NA	NA	NA	NA	NA	34	0	0	0	23	0	0
CVCCCVCVVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	14	0	0
CVCCCVCVVCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0	0	3	0
CVCCCVCVVCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	100	0	0	0	97.1428571428571	2.85714285714286	0	NA	NA	NA	NA	0	5	0	NA	NA	NA	NA	NA	91	0	0	0	34	1	0
CVCCCVCVVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	14.2857142857143	85.7142857142857	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	6	0
CVCCCVCVVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0
CVCCCVV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	0	295	0	NA	NA	NA	NA	NA	195	0	0	0	28	0	0
CVCCCVVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	87	0	0	0	42	0	0
CVCCCVVCCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	75	25	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	1	0
CVCCCVVCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	31.25	68.75	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5	11	0
CVCCCVVCCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	0	NA	NA	NA	NA
CVCCCVVCV	100	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	100	0	0	0	93.75	6.25	0	2	NA	NA	NA	0	4	0	NA	NA	NA	NA	NA	72	0	0	0	195	13	0
CVCCCVVCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	80	20	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	0	4	1	0
CVCCCVVCVCV	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	16.6666666666667	83.3333333333333	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	0	0	3	15	0
CVCCCVVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	0	0	NA	NA	NA	NA
CVCCCVVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	0	0
CVCCCVVVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0
CVCCCVVVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	0	0	NA	NA	NA	NA
CVCCV	NA	100	0	100	0	100	0	100	0	100	100	NA	100	0	0	0	100	0	0	NA	1600	0	25	0	6165	0	196	0	1134	1286	NA	16526	0	0	0	6836	0	0
CVCCVCCCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	100	0	0	0	90	10	0	NA	NA	NA	NA	0	63	0	NA	NA	NA	NA	NA	33	0	0	0	18	2	0
CVCCVCCCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11	0	0
CVCCVCCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28.5714285714286	71.4285714285714	0	0	88.8888888888889	11.1111111111111	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	5	0	0	8	1	0
CVCCVCCCVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	2	0
CVCCVCCCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	0	0	0	2	0	0
CVCCVCCCVVCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	2	0
CVCCVCCCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	57.1428571428571	42.8571428571429	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	0	0	0	4	3	0
CVCCVCCCVVCVCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	29	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CVCCVCCV	NA	100	0	100	0	99.5215311004785	0.478468899521531	NA	NA	NA	NA	NA	98.6964618249534	1.30353817504655	0	0	92.705766387383	7.29423361261705	0	NA	238	0	5	0	416	2	NA	NA	NA	NA	NA	3180	42	0	0	1881	148	0
CVCCVCCVCCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	6	0	0
CVCCVCCVCCV	NA	100	0	NA	0	81.6326530612245	18.3673469387755	NA	NA	NA	NA	NA	100	0	0	0	69.3121693121693	30.6878306878307	0	NA	146	0	NA	0	40	9	NA	NA	NA	NA	NA	112	0	0	0	131	58	0
CVCCVCCVCCVCCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	18	0	NA	NA	NA	NA	NA	8	0	0	NA	NA	NA	NA
CVCCVCCVCCVCV	NA	NA	NA	NA	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	0	2.5	95	2.5	NA	NA	NA	NA	0	0	2	NA	NA	NA	NA	NA	NA	NA	NA	0	1	38	1
CVCCVCCVCCVCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0
CVCCVCCVCCVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	1
CVCCVCCVCCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	0	0	NA	NA	NA	NA
CVCCVCCVCV	100	0	100	NA	0	21.0691823899371	78.9308176100629	100	0	NA	NA	NA	89.0845070422535	10.9154929577465	0	0	45.1911935110081	54.4611819235226	0.347624565469293	1	0	5	NA	0	67	251	1	0	NA	NA	NA	253	31	0	0	390	470	3
CVCCVCCVCVCCV	NA	100	0	NA	0	62.5	37.5	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	29	0	NA	0	5	3	NA	NA	NA	NA	NA	51	0	0	0	15	0	0
CVCCVCCVCVCCVCV	NA	NA	NA	NA	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0
CVCCVCCVCVCV	100	NA	NA	NA	0	26.3157894736842	73.6842105263158	NA	NA	NA	NA	NA	26.3157894736842	73.6842105263158	0	0	24.0963855421687	71.0843373493976	4.81927710843374	1	NA	NA	NA	0	5	14	NA	NA	NA	NA	NA	5	14	0	0	20	59	4
CVCCVCCVCVCVCCV	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CVCCVCCVCVCVVCVCCV	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CVCCVCCVCVV	NA	NA	NA	NA	0	0	100	NA	NA	NA	NA	NA	77.2727272727273	22.7272727272727	0	0	100	0	0	NA	NA	NA	NA	0	0	9	NA	NA	NA	NA	NA	34	10	0	0	6	0	0
CVCCVCCVCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	0	0	NA	NA	NA	NA
CVCCVCCVV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	0	28	0	NA	NA	NA	NA	NA	535	0	0	0	66	0	0
CVCCVCCVVCCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	100	0	0	0	81.25	18.75	0	NA	NA	NA	NA	0	10	0	NA	NA	NA	NA	NA	12	0	0	0	26	6	0
CVCCVCCVVCCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	0
CVCCVCCVVCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	6	0
CVCCVCCVVCCVCVCCV	NA	NA	NA	NA	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CVCCVCCVVCCVCVCV	NA	NA	NA	NA	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CVCCVCCVVCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	100	0	0	0	60	40	0	NA	NA	NA	NA	0	12	0	NA	NA	NA	NA	NA	93	0	0	0	93	62	0
CVCCVCCVVCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	0
CVCCVCCVVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	24.2424242424242	75.7575757575758	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	0	0	0	8	25	0
CVCCVCCVVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	0	5	0	0
CVCCVCV	100	100	0	100	0	49.1217798594848	50.8782201405152	100	0	100	NA	NA	78.5868781542898	21.4131218457102	0	0	67.9976851851852	32.0023148148148	0	9	568	0	47	0	839	869	7	0	268	NA	NA	4360	1188	0	0	3525	1659	0
CVCCVCVCCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	0	0
CVCCVCVCCV	NA	100	0	NA	0	66.2337662337662	33.7662337662338	NA	NA	NA	NA	NA	89.4578313253012	10.5421686746988	0	0	96.9178082191781	3.08219178082192	0	NA	121	0	NA	0	51	26	NA	NA	NA	NA	NA	594	70	0	0	283	9	0
CVCCVCVCCVCCV	NA	100	0	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	0	60	40	0	NA	19	0	NA	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	0	3	2	0
CVCCVCVCCVCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	3	0
CVCCVCVCCVCCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	NA	NA	NA	NA
CVCCVCVCCVCV	NA	NA	NA	NA	0	42.8571428571429	57.1428571428571	NA	NA	NA	NA	NA	100	0	0	0	34.375	65.625	0	NA	NA	NA	NA	0	30	40	NA	NA	NA	NA	NA	28	0	0	0	11	21	0
CVCCVCVCCVCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0
CVCCVCVCCVCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	0	0	NA	NA	NA	NA
CVCCVCVCCVV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	0	11	0	NA	NA	NA	NA	NA	52	0	0	0	4	0	0
CVCCVCVCCVVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0
CVCCVCVCCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	1
CVCCVCVCV	100	100	0	NA	0	35.8904109589041	64.1095890410959	NA	NA	NA	NA	NA	82.8752642706131	17.1247357293869	0	0	51.8099547511312	46.3046757164404	1.88536953242836	3	5	0	NA	0	262	468	NA	NA	NA	NA	NA	784	162	0	0	687	614	25
CVCCVCVCVCCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	0	NA	NA	NA	NA
CVCCVCVCVCCV	NA	100	0	NA	0	0	100	NA	NA	NA	NA	NA	100	0	0	0	94.4444444444444	5.55555555555556	0	NA	2	0	NA	0	0	3	NA	NA	NA	NA	NA	6	0	0	0	17	1	0
CVCCVCVCVCCVCCV	NA	100	0	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	0	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CVCCVCVCVCCVCV	NA	NA	NA	NA	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	0	0	22	NA	NA	NA	NA	NA	NA	NA	NA	0	0	2	0
CVCCVCVCVCV	100	NA	NA	NA	0	78.2608695652174	21.7391304347826	NA	NA	NA	NA	NA	100	0	0	0	32.7868852459016	55.1912568306011	12.0218579234973	2	NA	NA	NA	0	72	20	NA	NA	NA	NA	NA	158	0	0	0	60	101	22
CVCCVCVCVCVCCV	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	12	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0
CVCCVCVCVCVCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	100	0	0	0	18.1818181818182	81.8181818181818	0	NA	NA	NA	NA	0	5	0	NA	NA	NA	NA	NA	4	0	0	0	2	9	0
CVCCVCVCVCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	50	0	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	1
CVCCVCVCVCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	0	0	NA	NA	NA	NA
CVCCVCVCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	30	70	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95	0	0	0	6	14	0
CVCCVCVCVVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	0	0	NA	NA	NA	NA
CVCCVCVCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	53.3333333333333	46.6666666666667	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	122	0	0	0	8	7	0
CVCCVCVCVVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0
CVCCVCVCVVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	0	NA	NA	NA	NA
CVCCVCVV	NA	NA	NA	100	0	100	0	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	42	0	46	0	NA	NA	NA	NA	NA	303	0	0	0	127	0	0
CVCCVCVVCCCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CVCCVCVVCCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	0	15	0	NA	NA	NA	NA	NA	54	0	0	0	45	0	0
CVCCVCVVCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	28	0
CVCCVCVVCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	100	0	0	0	93.6305732484076	1.91082802547771	4.45859872611465	NA	NA	NA	NA	0	81	0	NA	NA	NA	NA	NA	204	0	0	0	147	3	7
CVCCVCVVCVCCV	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	26	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	0	0
CVCCVCVVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	57.4074074074074	42.5925925925926	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	0	0	31	23	0
CVCCVCVVCVV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	0	11	0	NA	NA	NA	NA	NA	NA	NA	NA	0	3	0	0
CVCCVCVVCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	0	0	NA	NA	NA	NA
CVCCVCVVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64	0	0	0	1	0	0
CVCCVCVVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	0	0
CVCCVV	NA	100	0	100	0	96.1290322580645	3.87096774193548	NA	NA	100	NA	NA	100	0	0	0.099009900990099	99.9009900990099	0	0	NA	263	0	113	0	149	6	NA	NA	4	NA	NA	1793	0	0	1	1009	0	0
CVCCVVCC	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CVCCVVCCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	0	0
CVCCVVCCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	100	0	0	0	94.3478260869565	5.65217391304348	0	NA	NA	NA	NA	0	26	0	NA	NA	NA	NA	NA	215	0	0	0	217	13	0
CVCCVVCCVCCV	NA	100	0	NA	0	0	100	NA	NA	NA	NA	NA	100	0	0	0	45.4545454545455	54.5454545454545	0	NA	11	0	NA	0	0	5	NA	NA	NA	NA	NA	2	0	0	0	15	18	0
CVCCVVCCVCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0
CVCCVVCCVCV	NA	NA	NA	NA	0	0	100	NA	NA	NA	NA	NA	100	0	0	0	29.0909090909091	70	0.909090909090909	NA	NA	NA	NA	0	0	6	NA	NA	NA	NA	NA	11	0	0	0	32	77	1
CVCCVVCCVCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0
CVCCVVCCVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	18.1818181818182	81.8181818181818	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	9	0
CVCCVVCCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	0	0	NA	NA	NA	NA
CVCCVVCCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	0	0	0	7	0	0
CVCCVVCCVVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0
CVCCVVCCVVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	0	NA	NA	NA	NA
CVCCVVCV	100	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	86.8020304568528	13.1979695431472	0	0	86.784140969163	13.215859030837	0	1	NA	NA	NA	0	287	0	NA	NA	NA	NA	NA	684	104	0	0	1379	210	0
CVCCVVCVCCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	100	0	0	0	77.7777777777778	22.2222222222222	0	NA	NA	NA	NA	0	9	0	NA	NA	NA	NA	NA	59	0	0	0	14	4	0
